NAME,REAL NAME,REGION,NATIONALITY,TEAM,AGE,WEAPON,MAJOR APPEARANCES,EARNINGS,LAST UPDATED,RAGE
Xizt,Richard Landström,Europe,Sweden,Heroic,22/02/1991,AK47,11,"$550,051",11/08/2022,31
Ztr,Erik Gustafsson,Europe,Sweden,Young Ninjas,02/08/2003,AK47,0,"$59,800",11/08/2022,19
Zyppe,Samuel Martinsson,Europe,Sweden,00 Prospects,09/09/1989,AK47,0,"$5,911",11/08/2022,32
EleKz,Aleksandar Trajkov,Europe,Switzerland,Lausanne-Sport Esports,14/02/1989,AK47,0,"$9,267",11/08/2022,33
MALI,Meriton Ibrahimi,Europe,Switzerland,Lausanne-Sport Esports,25/05/1999,AK47,0,"$13,443",11/08/2022,23
RigoN,Rigon Gashi,Europe,Switzerland Kosovo,Bad News Eagles,07/10/1999,AK47,1,"$24,357",11/08/2022,22
XReal,Brian Sapin,Europe,Switzerland,Make Your Destiny,09/06/1999,AK47,0,"$4,395",11/08/2022,23
Zed,Abiseck Baskaran,Europe,Switzerland,Lausanne-Sport Esports,04/02/2000,AK47,0,"$7,929",11/08/2022,22
Hardstyle,Canpolat Yıldıran,Europe,Turkey Belgium,Eternal Fire,16/06/1983,AK47,0,0$,11/08/2022,39
ImoRR,Ömer Karataş,Europe,Turkey,Eternal Fire,20/12/1999,AK47,1,"$28,171",11/08/2022,22
MAJ3R,Engin Küpeli,Europe,Turkey France,Eternal Fire,25/01/1991,AK47,2,"$167,063",11/08/2022,31
Paz,Ahmet Karahoca,Europe,Turkey,Eternal Fire,24/04/1997,AK47,2,"$154,595",11/08/2022,25
Woxic,Özgür Eker,Europe,Turkey,Eternal Fire,02/09/1998,AWP,4,"$310,834",11/08/2022,23
XANTARES,İsmailсan Dörtkardeş,Europe,Turkey North Macedonia,Eternal Fire,07/08/1995,AK47,4,"$392,362",11/08/2022,27
Xfl0ud,Yasin Koç,Europe,Turkey,Eternal Fire,23/12/2002,AK47,1,"$20,118",11/08/2022,19
Adam9130,Adam Ahmad,Europe,United Kingdom,Into The Breach,17/08/1997,AK47,0,"$17,483",11/08/2022,24
ALEX (British player),Alexander McMeekin,Europe,United Kingdom,Fnatic,28/09/1995,AK47,2,"$283,907",11/08/2022,26
Ashhh,Ashley Battye,Europe,United Kingdom,Team GamerLegion,11/09/1990,AK47,0,"$1,650",11/08/2022,31
CYPHER,Cai Watson,Europe,United Kingdom,Into The Breach,31/12/2002,AK47,0,"$10,435",11/08/2022,19
Dobbo,William Dobson,Europe,United Kingdom,Into The Breach,05/09/2003,AK47,0,"$11,740",11/08/2022,18
Frazehh,Fraser Sollom,Europe,United Kingdom,BLVKHVND,29/10/1997,AK47,0,"$5,849",11/08/2022,24
Keita,Jamie Hall,Europe,United Kingdom,Fnatic,26/09/1992,AK47,0,"$5,012",11/08/2022,29
Leaf (British player),Oliver Jackson,Europe,United Kingdom,1PIN,28/05/2003,AK47,0,"$5,271",11/08/2022,19
Mezii,William Merriman,Europe,United Kingdom,Fnatic,15/10/1998,AK47,0,"$67,863",11/08/2022,23
MiGHTYMAX,Max Heath,Europe,United Kingdom,Endpoint,14/07/1997,AK47,0,"$74,589",11/08/2022,25
Ping,Javier Griffiths,Europe,United Kingdom,JESTE,07/12/2000,AK47,0,"$7,955",11/08/2022,21
SamE,Sam Ellis,Europe,United Kingdom,Team Secret,05/12/1990,AK47,0,0$,11/08/2022,31
SHANEY,Shane Smith,Europe,United Kingdom,Vexed Gaming,03/01/1995,AWP,0,"$13,115",11/08/2022,27
Surreal,Kia Man,Europe,United Kingdom,Endpoint,11/05/1996,AWP,0,"$97,567",11/08/2022,26
Swaggy,Kyle Wilson,Europe,United Kingdom,ROYALS,14/06/2001,AK47,0,"$5,708",11/08/2022,21
Volt,Sebastian Malos,Europe,United Kingdom,Fnatic Rising,18/10/2001,AK47,0,"$7,909",11/08/2022,20
Whitey,George White,Europe,United Kingdom,ENCE Academy,11/08/1997,AK47,0,$787,11/08/2022,25
Wilksyy,Sam Wilks,Europe,United Kingdom,1PIN,18/08/1998,AK47,0,0$,11/08/2022,23
Ax1Le,Sergey Aleksandrovich Rykhtorov,CIS,Russia,Cloud9,29/04/2002,AK47,2,"$500,312",11/08/2022,20
Boombl4,Kirill Sergeyevich Mikhaylov,CIS,Russia,Natus Vincere,20/12/1998,AK47,6,"$1,096,765",12/08/2022,23
Chopper,Leonid Vishnyakov,CIS,Russia,Team Spirit,04/02/1997,AK47,6,"$202,418",12/08/2022,25
Clax,Timur Sabirov,CIS,Russia,K23,08/06/2002,AK47,0,"$10,146",12/08/2022,20
DavCost,Vadim Vasilyev,CIS,Russia,INDE IRAE,18/05/1996,AWP,5,"$76,395",12/08/2022,26
Degster,Abdulkhalik Gasanov,CIS,Russia,OG,21/07/2001,AWP,2,"$107,882",12/08/2022,21
Deko,Denis Zhukov,CIS,Russia,1win,10/07/2001,AWP,0,"$22,841",12/08/2022,21
El1an,Aleksey Gusev,CIS,Russia,Entropiq,19/07/1999,AWP,1,"$107,190",12/08/2022,23
ElectroNic,Denis Railevich Sharipov,CIS,Russia,Natus Vincere,02/09/1998,AK47,8,"$1,532,094",12/08/2022,23
F 1N,Ivan Kochugov,CIS,Russia,Cloud9 Academy,01/11/1983,AK47,0,"$41,858",12/08/2022,38
Fame,Pyotr Bolyshev,CIS,Russia,Virtus.pro,03/03/2003,AK47,0,"$47,392",12/08/2022,19
FANAT ROCKA,Vasiliy Sergeyevich Trusov,CIS,Russia,Team Ignis,25/12/1991,AWP,0,"$12,920",12/08/2022,30
Faydett,Yuriy Martirosov,CIS,Russia,Take Aim Gaming,03/04/1999,AK47,0,"$9,259",12/08/2022,23
Fierce,Аrtem Ivanov,CIS,Russia,forZe,02/11/1989,AK47,0,$395,12/08/2022,32
FL1T,Evgeniy Lebedev,CIS,Russia,Virtus.pro,21/12/2000,AK47,3,"$177,069",12/08/2022,21
Flamie,Egor Sergeyevich Vasilyev,CIS,Russia,1win,05/04/1997,AK47,12,"$893,146",12/08/2022,25
Flash 1,Vladislav Bykov,CIS,Russia,VP.Prodigy,25/10/1995,AK47,0,"$3,489",12/08/2022,26
Forester,Igor Bezotecheskiy,CIS,Russia,Entropiq,03/01/2000,AK47,2,"$114,036",12/08/2022,22
FpSSS,Dmitriy Sofronov,CIS,Russia,Take Aim Gaming,16/03/1998,AWP,0,"$10,178",12/08/2022,24
Get Jeka,Evgeniy Smakilo,CIS,Russia,Take Aim Gaming,30/06/2002,AK47,0,"$10,256",12/08/2022,20
Glowiing,Aleksandr Matsiyevich,CIS,Russia,1win,06/12/1993,AK47,0,"$25,423",12/08/2022,28
Groove,Konstantin Pikiner,CIS,Russia,Cloud9,02/03/1983,AK47,0,"$22,340",12/08/2022,39
Hally,Sergey Shavayev,CIS,Russia,Team Spirit,06/07/1993,AK47,0,"$1,841",12/08/2022,29
Hooch,Dmitriy Bogdanov,CIS,Russia,Entropiq,13/03/1987,AK47,2,"$132,957",12/08/2022,35
IDISBALANCE,Artyom Egorov,CIS,Russia,Nemiga Gaming,17/12/1996,AWP,0,"$65,014",12/08/2022,25
Iksou,Dmitriy Mikhaylichenko,CIS,Russia,ARCRED,17/05/1981,AK47,0,0$,12/08/2022,41
Innersh1ne,Vyacheslav Britvin,CIS,Russia,FaZe Clan,26/11/1993,AK47,0,0$,12/08/2022,28
Interz,Timofey Sergeyevich Yakushin,CIS,Russia,Cloud9,04/08/2000,AK47,2,"$499,722",12/08/2022,22
Jame,Dzhami Ali,CIS,Russia,Virtus.pro,23/08/1998,AWP,5,"$414,224",12/08/2022,23
Jerry,Andrey Mekhryakov,CIS,Russia,forZe,24/05/1998,AK47,2,"$162,697",12/08/2022,24
KaiR0N-,Aleksandr Anashkin,CIS,Russia Germany,INDE IRAE,31/01/2004,AK47,0,"$13,653",12/08/2022,18
KENSI,Aleksandr Gurkin,CIS,Russia,forZe,13/11/2001,AK47,1,"$72,504",12/08/2022,20
Krad,Vladislav Kravchenko,CIS,Russia,Entropiq,09/01/1999,AK47,2,"$112,729",12/08/2022,23
LiTTle,Anatoliy Yashin,CIS,Russia,9 Pandas,15/09/1988,AK47,0,"$11,286",12/08/2022,33
M0NESY,Ilya Osipov,CIS,Russia,G2 Esports,01/05/2005,AWP,1,"$66,998",12/08/2022,17
Magixx,Boris Vorobyev,CIS,Russia,Team Spirit,03/06/2003,AK47,2,"$132,552",12/08/2022,19
MechanoGun,Aleksandr Anatolyevich Bogatyrev,CIS,Russia,forZe School,04/08/1987,AK47,0,"$1,254",12/08/2022,35
Mir,Nikolay Bityukov,CIS,Russia,Entropiq,10/01/1996,AK47,4,"$172,436",12/08/2022,26
MSE,Vadim Zimin,CIS,Russia,1win,20/06/1987,AK47,0,"$2,610",12/08/2022,35
N0rb3r7,David Daniyelyan,CIS,Russia,Virtus.pro,11/03/2001,AK47,1,"$74,340",12/08/2022,21
Nafany,Vladislav Gorshkov,CIS,Russia,Cloud9,15/06/2001,AK47,2,"$502,574",12/08/2022,21
Nevar,Aleksey Voronov,CIS,Russia,9 Pandas,11/11/1995,AK47,0,$40,12/08/2022,26
NickelBack,Aleksey Trofimov,CIS,Russia,Entropiq,17/07/1997,AK47,1,"$115,933",12/08/2022,25
Norwi,Evgeniy Ermolin,CIS,Russia,forZe,20/03/2001,AK47,1,"$34,068",12/08/2022,21
Patsi,Robert Isyanov,CIS,Russia,Team Spirit,06/09/2003,AK47,1,"$50,715",12/08/2022,18
Perfecto,Ilya Zalutskiy,CIS,Russia,Natus Vincere,24/11/1999,AK47,3,"$1,131,787",12/08/2022,22
Porya,Daniil Poryadin,CIS,Russia,9 Pandas,15/06/2001,AK47,0,"$12,828",12/08/2022,21
Pradiggg,Vsevolod Plotnikov,CIS,Russia,Natus Vincere,15/06/1989,AK47,0,0$,12/08/2022,33
ProbLeM,Dmitriy Martynov,CIS,Russia,INDE IRAE,27/10/1998,AK47,0,"$11,936",12/08/2022,23
RAiLWAY,Artyom Gradovich,CIS,Russia,INDE IRAE,09/11/1995,AK47,0,"$19,071",12/08/2022,26
S0tF1k,Dmitriy Forostyanko,CIS,Russia,Team Spirit Academy,29/09/1994,AK47,2,"$58,622",12/08/2022,27
S1ren,Pavel Ogloblin,CIS,Russia,Team Spirit,16/07/2002,AK47,1,"$26,241",12/08/2022,20
Seized,Denis Valeryevich Kostin,CIS,Russia,9 Pandas,09/09/1994,AK47,12,"$339,989",12/08/2022,27
Sh1ro,Dmitriy Eduardovich Sokolov,CIS,Russia,Cloud9,15/07/2001,AWP,2,"$502,399",12/08/2022,21
Shalfey,Aleksandr Marenov,CIS,Russia,forZe,08/06/2002,AK47,1,"$29,527",12/08/2022,20
Tonyblack,Anton Kolesnikov,CIS,Russia,Take Aim Gaming,26/11/1992,AK47,3,"$36,160",12/08/2022,29
Tory,Viktoria Kazieva,CIS,Russia,Nigma Galaxy Female,05/06/1998,AK47,0,"$29,229",12/08/2022,24
TRAVIS,Aleksandr Timkiv,CIS,Russia,1win,03/12/1997,AK47,0,"$37,967",12/08/2022,24
TsaGa,Rustam Tsagolov,CIS,Russia,bankaPEPSI,10/01/1991,AK47,0,0$,12/08/2022,31
Twenty3,Alexandra Timonina,CIS,Russia,Nigma Galaxy Female,31/05/2001,AK47,0,"$25,927",12/08/2022,21
V4D1M,Vadim Panchuk,CIS,Russia,Lynn Vision Gaming,02/06/1994,AWP,0,"$7,649",12/08/2022,28
Vilga,Ksenia Klyuenkova,CIS,Russia,Nigma Galaxy Female,03/08/1991,AK47,0,"$77,929",12/08/2022,31
XomA,Andrey Mironenko,CIS,Russia,Entropiq,28/06/1991,AK47,0,"$13,868",12/08/2022,31
Xsepower,Bogdan Chernikov,CIS,Russia,K23,26/02/1998,AWP,1,"$126,215",12/08/2022,24
Zorte,Aleksandr Zagodyrenko,CIS,Russia,forZe,28/05/1998,AWP,1,"$72,974",12/08/2022,24
1eeR,Aleksandr Nahornyj,CIS,Belarus,Nemiga Gaming,31/12/2001,AK47,0,"$5,113",12/08/2022,20
BoX,Anton Burko,CIS,Belarus,PLATOON Alpha,16/02/1995,AWP,0,"$36,860",12/08/2022,27
DOBRIY,Roma Rusak,CIS,Belarus,Team Ignis,01/03/1998,AK47,0,"$3,970",12/08/2022,24
Keep3r,Jurij Mikulčik,CIS,Belarus,Nemiga Gaming,13/03/1987,AK47,0,$458,12/08/2022,35
Lollipop21k,Ihor Sołodkov,CIS,Belarus,1win,21/06/1996,AK47,0,"$33,781",12/08/2022,26
Mds,Aleksandr Rubiec,CIS,Belarus,PLATOON Alpha,13/08/1998,AK47,0,"$31,186",12/08/2022,24
1mpala,Stefan Ailazian,CIS,Ukraine,S-Gaming,27/02/1999,AWP,0,"$2,155",12/08/2022,23
Amster,Denys Liashenko,CIS,Ukraine,B8,14/06/2001,AK47,0,"$10,056",12/08/2022,21
B1ad3,Andrii Oleksiiovych Horodenskyi,CIS,Ukraine,Natus Vincere,11/11/1986,AK47,9,"$88,085",12/08/2022,35
B1t,Valerii Yevheniiovych Vakhovskyi,CIS,Ukraine,Natus Vincere,05/01/2003,AWP,2,"$987,096",12/08/2022,19
Byr9,Yaroslav Buriak,CIS,Ukraine,Esports Club Kyiv,07/06/1998,AK47,0,"$10,013",12/08/2022,24
Crush,Ihor Shevchenko,CIS,Ukraine,Natus Vincere Youth,12/08/1995,AK47,2,"$31,780",12/08/2022,27
Fostar,Stanislav Ostashevskyi,CIS,Ukraine,Nemiga Gaming,09/03/2000,AK47,0,"$9,338",12/08/2022,22
H1glaiN,Vadym Tanasiuk,CIS,Ukraine,Montecarlo Gaming,21/04/2000,AK47,0,"$4,648",12/08/2022,22
Headtr1ck,Danyyl Valitov,CIS,Ukraine,Natus Vincere Junior,30/06/2004,AK47,0,"$15,348",12/08/2022,18
Hkta,Nykyta Reva,CIS,Ukraine,B8,08/09/2000,AK47,0,"$5,955",12/08/2022,21
J3kie,Evhen Serhachev,CIS,Ukraine,Iron Branch,27/07/2000,AK47,0,"$17,570",12/08/2022,22
Kr1vda,Bohdan Kryvda,CIS,Ukraine,B8,25/07/2002,AK47,0,"$5,955",12/08/2022,20
OWNER,Mykhailo Lymar,CIS,Ukraine,Team Spirit Academy,14/01/2003,AK47,0,"$5,086",12/08/2022,19
R1nkle,Artem Moroz,CIS,Ukraine,B8,27/10/2004,AWP,0,"$5,254",12/08/2022,17
Rjy,Dmytryi Chumak,CIS,Ukraine,B8,12/01/1993,AK47,0,$420,12/08/2022,29
S1mple,Oleksandr Olehovych Kostyliev,CIS,Ukraine,Natus Vincere,02/10/1997,AWP,11,"$1,633,386",12/08/2022,24
S4ltovsk1yy,Kyrylo Lytvynov,CIS,Ukraine,Esports Club Kyiv,26/07/2001,AWP,0,"$10,033",12/08/2022,21
Sdy,Viktor Orudzhev,CIS,Ukraine,MAD Lions,14/03/1997,AK47,3,"$218,736",12/08/2022,25
SENSEi,Dmytro Shvorak,CIS,Ukraine,Iron Branch,31/10/1998,AWP,0,"$23,071",12/08/2022,23
Smash,Oleksandr Turchyn,CIS,Ukraine,Esports Club Kyiv,22/06/2002,AK47,0,"$10,013",12/08/2022,20
Synyx,Danyyl Mazur,CIS,Ukraine,Take Aim Gaming,12/08/2004,AK47,0,"$8,450",12/08/2022,18
UQlutzavr,Pavlo Bilov,CIS,Ukraine,Esports Club Kyiv,01/05/1999,AK47,0,"$7,831",12/08/2022,23
W0nderful,Ihor Zhdanov,CIS,Ukraine,Team Spirit,14/12/2004,AWP,0,"$10,250",12/08/2022,17
Zont1x,Myroslav Plakhotia,CIS,Ukraine,Team Spirit Academy,20/07/2005,AK47,0,"$6,796",12/08/2022,17
AdreN (Kazakh player),Däuren Qystaubaev,CIS,Kazakhstan,AVANGAR,04/02/1990,AK47,12,"$445,752",12/08/2022,32
Buster,Timur Tulepov,CIS,Kazakhstan,Virtus.pro,17/12/1999,AWP,5,"$407,366",12/08/2022,22
Cau,İlnar Galeev,CIS,Kazakhstan,Virtus.pro,24/05/1989,AK47,0,$770,12/08/2022,33
Dastan,Dastan Aqbaev,CIS,Kazakhstan,Virtus.pro,05/08/1993,AK47,0,"$4,880",12/08/2022,29
Dukefissura,Sūleimen Orazaly,CIS,Kazakhstan,Team Unique,22/06/1996,AK47,0,"$12,918",12/08/2022,26
HObbit,Abai Hasenov,CIS,Kazakhstan,Cloud9,18/05/1994,AK47,7,"$689,745",13/08/2022,28
Icem4N,Aman Seitqaliev,CIS,Kazakhstan,AVANGAR,08/08/2000,AK47,0,"$19,070",13/08/2022,22
Kade0,Aidos Hairjan,CIS,Kazakhstan,AVANGAR,07/01/2000,AK47,0,"$14,299",13/08/2022,22
Laser,Eduardo Chşekin,CIS,Kazakhstan Argentina,Furious Gaming,01/10/2001,AK47,0,"$4,209",13/08/2022,20
NeaLaN,Sanjar İshakov,CIS,Kazakhstan,Evil Geniuses,06/08/2000,AK47,1,"$67,559",13/08/2022,22
Qikert,Aleksei Golubev,CIS,Kazakhstan,Virtus.pro,01/01/1999,AK47,5,"$416,496",13/08/2022,23
Smiley,Alğat Abdulov,CIS,Kazakhstan,Team Unique,02/03/1997,AWP,0,"$18,040",13/08/2022,25
Solaar,Äset Sembiev,CIS,Kazakhstan,K23,28/01/1987,AK47,0,"$5,000",13/08/2022,35
W1nt3r,Älihan Köpjanov,CIS,Kazakhstan,AVANGAR,11/12/1997,AK47,0,"$19,012",13/08/2022,24
CEKKA,Server Kerimov,CIS,Uzbekistan,Storm Uzbekistan,31/07/1993,AWP,0,"$1,380",13/08/2022,29
SANJI,Sanjar Kuliev,CIS,Uzbekistan,Virtus.pro,18/11/1998,AK47,1,"$326,919",13/08/2022,23
Daps,Damian Steele,Americas,Canada,Team Liquid,29/07/1993,AK47,2,"$257,086",13/08/2022,29
Djay,Jonathan Dallal,Americas,Canada,Evil Geniuses,30/07/1993,AK47,0,"$39,051",13/08/2022,29
FaNg,Justin Coakley,Americas,Canada,Complexity Gaming,07/05/2002,AK47,1,"$76,778",13/08/2022,20
GooseBreeder,Mounira Dobie,Americas,Canada,Counter Logic Gaming Red,07/12/1995,AK47,0,"$45,713",13/08/2022,26
HexT,Jadan Postma,Americas,Canada,Evil Geniuses,30/10/2001,AK47,0,"$24,200",13/08/2022,20
J0LZ,David Jolin,Americas,Canada,Strife Esports,28/03/2000,AK47,0,"$20,307",13/08/2022,22
Jonji,Jonathan Carey,Americas,Canada,Evil Geniuses,05/09/1999,AK47,0,"$104,385",13/08/2022,22
KayJay,Kieran Playfair,Americas,Canada,Bad News Eagles,20/05/1996,AK47,0,0$,13/08/2022,26
Missharvey,Stephanie Harvey,Americas,Canada,Counter Logic Gaming,19/04/1986,AK47,0,"$34,697",13/08/2022,36
NAF,Keith Jordan Markovic,Americas,Canada,Team Liquid,24/11/1997,AK47,8,"$1,098,632",13/08/2022,24
SEMPHIS,Kory Friesen,Americas,Canada,Gaimin Gladiators,21/04/1989,AK47,5,"$74,539",13/08/2022,33
Stanislaw,Peter Stanisław Jarguz,Americas,Canada,Evil Geniuses,22/03/1994,AK47,6,"$487,882",13/08/2022,28
Twistzz,Russel David Kevin Van Dulken,Americas,Canada,FaZe Clan,14/11/1999,AK47,6,"$1,223,372",13/08/2022,22
Walco,Colby Walsh,Americas,Canada,Evil Geniuses,12/11/2001,AK47,0,"$22,750",13/08/2022,20
AdreN (American player),Eric Hoag,Americas,United States,Team Liquid,26/04/1990,AK47,4,"$88,645",13/08/2022,32
Autimatic,Timothy Ta,Americas,United States,Evil Geniuses,10/09/1996,AWP,4,"$427,522",13/08/2022,25
Axed,Tommy Ryan,Americas,United States,Evil Geniuses,22/05/2001,AK47,0,"$2,900",13/08/2022,21
Becker (American player),Calvin Becker,Americas,United States,ONET4P,17/04/1992,AK47,0,$240,13/08/2022,30
Ben1337,Ben Smith,Americas,United States,Evil Geniuses,18/03/1998,AK47,0,"$55,240",13/08/2022,24
Brehze,Vincent Cayonte,Americas,United States,Evil Geniuses,22/05/1998,AK47,3,"$414,700",13/08/2022,24
Brett,Brett Rhein,Americas,United States,BHOP Esports,10/06/1998,AK47,0,"$4,720",13/08/2022,24
Bwills,Brendan Williams,Americas,United States,Gaimin Gladiators,11/05/2001,AK47,0,"$39,900",13/08/2022,21
Chop,Connor Sullivan,Americas,United States,Evil Geniuses,31/01/2002,AK47,0,"$21,570",13/08/2022,20
CLASIA,Anthony Kearney,Americas,United States,Evil Geniuses,17/09/2003,AK47,0,"$20,490",13/08/2022,18
CoJoMo,Collin Moren,Americas,United States,Davenport University,15/11/2002,AWP,0,"$6,120",13/08/2022,19
Consti,Kevin Yi,Americas,United States,Vendetta,09/06/2000,AK47,0,"$3,342",13/08/2022,22
Cooper,Austin Abadir,Americas,United States,Mythic,29/05/1994,AWP,0,"$45,890",13/08/2022,28
Cxzi,Danny Strzelczyk,Americas,United States,Gaimin Gladiators,15/06/2000,AWP,0,"$22,330",13/08/2022,22
Cynic,David Polster,Americas,United States,Gaimin Gladiators,13/02/2000,AWP,0,"$41,255",13/08/2022,22
Cyrix,McKinley Hollison,Americas,United States,Unjustified Gaming,25/11/2002,AWP,0,"$3,170",13/08/2022,19
D4rtyMontana,Matthew Paplawskas,Americas,United States,Strife Esports,13/09/2004,AK47,0,"$3,310",13/08/2022,17
Danejoris,Keanu Reyes,Americas,United States,Brazen,03/05/1997,AK47,0,"$5,810",13/08/2022,25
Droid,Damian Boulware,Americas,United States,timbermen,21/07/2000,AK47,0,"$6,450",13/08/2022,22
EliGE,Jonathan David Jablonowski,Americas,United States,Team Liquid,16/07/1997,AK47,10,"$1,045,466",13/08/2022,25
Fl0m,Erik Flom,Americas,United States,Mythic,14/09/1992,AWP,0,"$11,529",13/08/2022,29
Flashstep,Corey Parks,Americas,United States,New Haven Chargers,14/09/1991,AK47,0,"$2,930",13/08/2022,30
Floppy,Ricky Kemery,Americas,United States,Complexity Gaming,31/12/1999,AK47,1,"$72,593",13/08/2022,22
Freakazoid,Ryan Abadir,Americas,United States,Mythic,25/11/1992,AK47,3,"$102,302",13/08/2022,29
Grape,Brennan Greer,Americas,United States,Brazen,08/12/2000,AWP,0,"$4,960",13/08/2022,21
Grim,Michael Vance Wince,Americas,United States,Complexity Gaming,22/11/2000,AK47,2,"$165,943",13/08/2022,21
Infinite,Gage Green,Americas,United States,ONET4P,23/07/1998,AK47,0,"$56,020",13/08/2022,24
Insane (American player),Noah Eheart,Americas,United States,Earlybirds,02/08/1999,AK47,0,"$4,010",13/08/2022,23
JazzPimp,Dominick Dimpfel,Americas,United States,Gaimin Gladiators,27/05/1997,AK47,0,"$29,900",13/08/2022,25
Jeorgesnorts,Jeorge Endicott,Americas,United States,Gaimin Gladiators,14/04/2003,AK47,0,"$15,930",13/08/2022,19
Jitter,Jordon Ruggiero,Americas,United States,Strife Esports,18/08/2003,AK47,0,"$12,520",13/08/2022,18
Junior,Paytyn Johnson,Americas,United States,Complexity Gaming,10/12/2000,AWP,1,"$66,633",13/08/2022,21
Madcow,Nathan Retterath,Americas,United States,Evil Geniuses,19/02/1995,AK47,0,"$3,561",13/08/2022,27
Milk,Kiara Makua,Americas,United States,Sacrifice,11/11/1995,AK47,0,"$23,489",13/08/2022,26
Motm,Ian Hardy,Americas,United States,ATK,23/10/1999,AK47,0,"$59,300",13/08/2022,22
Muenster,Joeseph Lima,Americas,United States,Evil Geniuses,16/10/1994,AK47,0,0$,13/08/2022,27
Nitr0,Nicholas Cannella,Americas,United States,Team Liquid,16/08/1995,AK47,10,"$932,481",13/08/2022,26
OSee,Joshua Ohm,Americas,United States,Team Liquid,31/05/1999,AWP,1,"$116,243",13/08/2022,23
Pugg,Spencer Moore,Americas,United States,Davenport University,19/10/2001,AK47,0,"$3,240",13/08/2022,20
PwnAlone,Josh Pigue,Americas,United States,Evil Geniuses,14/01/1991,AWP,0,"$80,800",13/08/2022,31
Reck,Ethan Serrano,Americas,United States,Strife Esports,22/11/2003,AK47,0,"$3,800",13/08/2022,18
RUSH,William Thomas Wierzba,Americas,United States,Evil Geniuses,05/05/1994,AK47,5,"$611,309",13/08/2022,28
RZU,Jeff Ngo,Americas,United States,Brazen,24/07/2000,AK47,0,"$28,490",13/08/2022,22
SATURN,Dylan Finch,Americas,United States,ONET4P,24/02/2002,AK47,0,"$7,790",13/08/2022,20
Silas,Silas Marrufo,Americas,United States,BHOP Esports,17/08/2002,AK47,0,"$3,360",13/08/2022,19
SLIGHT,Keller Nilan,Americas,United States,Strife Esports,24/10/2002,AWP,0,"$12,500",13/08/2022,19
Stamina,Bobby Eitrem,Americas,United States,Limitless,19/01/1999,AK47,0,"$9,600",13/08/2022,23
Stewie2K,Jacky Yip,Americas,United States,Evil Geniuses,07/01/1998,AK47,7,"$1,125,473",13/08/2022,24
Swisher,Michael Schmid,Americas,United States,ATK,17/09/1998,AK47,0,"$55,790",13/08/2022,23
Viz,Wesley Harris,Americas,United States,Evil Geniuses,06/08/2001,AK47,0,"$18,600",13/08/2022,21
Voltage,Logan Long,Americas,United States,ONET4P,16/03/2000,AWP,0,"$12,985",13/08/2022,22
Wiz,Jerric Jiang,Americas,United States,Evil Geniuses,21/02/2001,AWP,0,"$22,850",13/08/2022,21
K1Nky,Francisco Alvares,Americas,Mexico,Infinity,23/03/1991,AK47,0,"$6,675",13/08/2022,31
MalbsMd,Mario Alberto Samayoa Díaz,Americas,Guatemala,00 Nation,17/10/2002,AK47,0,"$29,019",13/08/2022,19
Spamzzy,Andrés Correa,Americas,Colombia,Infinity,29/03/1996,AK47,0,"$11,391",13/08/2022,26
WIDOW,Andres Lopez,Americas,Ecuador,Skull Cracker,19/08/1989,AK47,0,"$1,707",13/08/2022,32
Alone,Aldair Torres,Americas,Peru,Infinity,08/12/1995,AK47,0,0$,13/08/2022,26
Dersor,Derwin Canales,Americas,Peru,AblaZe Esports,05/10/1992,AK47,0,$131,13/08/2022,29
GuepaRd,Stephane Cazottes,Americas,Peru,Infinity,22/05/1989,AK47,0,"$4,914",13/08/2022,33
Joman,Jomer Montoya,Americas,Peru,WINDINGO,14/07/2000,AK47,0,0$,13/08/2022,22
Kevz,Kevin Rodriguez,Americas,Peru,IMBA FORCE,20/02/1997,AWP,0,"$2,048",13/08/2022,25
Knight (Peruvian player),Jesus Rosales Ruiz,Americas,Peru,Mad Kings Esports,31/10/1998,AK47,0,"$3,030",13/08/2022,23
Pacman^v^,Renato Morales,Americas,Peru,Infinity,25/09/1997,AK47,0,"$3,551",13/08/2022,24
Pock,Gianfranco Rosas,Americas,Peru,Supremacy Gaming,23/04/1989,AK47,0,"$2,325",13/08/2022,33
Tor1towOw,Joel Rios Manrique,Americas,Peru,Infinity,30/08/1999,AK47,0,"$6,402",13/08/2022,22
Tr1baL,Winston Arcos Aranibar,Americas,Peru,Skull Cracker,08/10/1985,AK47,0,$998,13/08/2022,36
Zockie,Antonio Montañez Alegre,Americas,Peru,Mad Kings Esports,25/01/1997,AK47,0,"$3,701",13/08/2022,25
Abr (Brazilian player),Abraão Soares França Campagnac,Americas,Brazil,Meta Gaming Brasil,15/02/1999,AK47,0,"$2,455",13/08/2022,23
Adr,Alan Diego Riveros,Americas,Brazil,00 Nation,10/10/1987,AK47,0,"$5,727",13/08/2022,34
Alisson,Alisson da Silva Farias,Americas,Brazil,Meta Gaming Brasil,31/03/2003,AWP,0,"$2,921",13/08/2022,19
AnnaEX,Ana Carolina Brito,Americas,Brazil,Black Dragons Female,17/04/1995,AK47,0,"$5,743",13/08/2022,27
Arkynha,Luana Archanjo,Americas,Brazil,MIBR Female,13/10/1998,AK47,0,"$5,639",13/08/2022,23
ArT,Andrei Felipe Piovezan Machado,Americas,Brazil,FURIA Esports,27/03/1996,AK47,4,"$288,139",13/08/2022,26
